image,path,set,width,height,x_com_norm,y_com_norm,dx,dy,d,lr_imbalance,tb_imbalance,q_tl,q_tr,q_bl,q_br,sym_lr,sym_tb,sym_rot180,sym_lr_diff,sym_tb_diff,sym_rot180_diff,neg_space_pct,neg_largest_region_pct,neg_largest_centroid_x_norm,neg_largest_centroid_y_norm,neg_method,neg_rule,qt_total_leaves,qt_blank_leaves,qt_blank_leaf_ratio,qt_largest_blank_leaf_area_pct,qt_largest_blank_leaf_depth,qt_largest_blank_rect_w_norm,qt_largest_blank_rect_h_norm,qt_largest_blank_rect_aspect,qt_largest_blank_rect_cx_norm,qt_largest_blank_rect_cy_norm,qt_blank_leaf_depth_mean,qt_blank_leaf_depth_std,qt_blank_leaf_depth_wmean,qt_blank_depth_entropy,qt_blank_depth_entropy_norm,qt_blank_depth_max,qt_max_depth,qt_min_size,qt_mask_method,qt_rule,qt_thr,qt_blank_percentile,rot_thirds_luma_mean,rot_intersections_luma_mean,rot_band_frac,rot_patch_frac,rot_thirds_sat_mean,rot_intersections_sat_mean,lines_edge_pct,lines_static_energy,lines_dynamic_energy,lines_dynamic_to_static,lines_edge_percentile,lines_angle_band_deg,detail_edge_density,detail_edge_percentile
Feeding_around_the_clock.webp,data\real\images\Feeding_around_the_clock.webp,real,1100,1100,0.49405848392831053,0.5115328212502932,-0.005941516071689468,0.011532821250293201,0.012973341097086697,-0.0277977051457871,0.057026910744786656,0.2368371213153423,0.2346494427768088,0.27706171179300687,0.25145174357938643,0.8687523536483814,0.7863207720925296,0.7463090947559305,0.08707268536090851,0.14175967872142792,0.16830433905124664,0.4300388429752066,0.27519421487603307,0.46156591274245223,0.43082816725296114,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),12427,435,0.035004425846946165,0.003934710743801653,4.0,0.06272727272727273,0.06272727272727273,0.9999999998550726,0.09318181818181819,0.9686363636363636,6.328735828399658,0.9684574604034424,4.638862133026123,1.5267898509701703,0.7633949254849475,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),0.0,25.0,0.5639153718948364,0.3899266719818115,0.03,0.06,0.3994894027709961,0.5574532747268677,0.2,4517.009765625,1056.9420166015625,0.2339915279003117,80.0,15.0,0.2,80.0
Finding_Time.webp,data\real\images\Finding_Time.webp,real,1000,741,0.4977864004572029,0.47946924671063956,-0.0022135995427970956,-0.020530753289360437,0.020649742215448016,-0.010101201170186855,-0.06684909184597142,0.2701384923157472,0.2632860881252102,0.23491212552833207,0.2316633285486822,0.8714095247641086,0.7589350769556191,0.7546805637764524,0.0785534679889679,0.14726196229457855,0.14986096322536469,0.25076923076923074,0.17037246963562752,0.5007112542179554,0.46637745987136525,low_gradient,blank = grad_mag <= P25.0 (thr=0.001119),13255,556,0.04194643530743116,0.0010364372469635627,5.0,0.032,0.032388663967611336,1.3333333327777777,0.984,0.9838056680161943,6.442446231842041,0.8257961869239807,5.381437301635742,1.034086525286793,0.6524359565705631,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001119),0.0011192113161087036,25.0,0.6216542720794678,0.5610793828964233,0.03,0.06,0.1768832504749298,0.22698545455932617,0.2,3252.7490234375,2287.742431640625,0.7033258376681978,80.0,15.0,0.2,80.0
Four_breasts_pink_purple_red_yellow.webp,data\real\images\Four_breasts_pink_purple_red_yellow.webp,real,750,775,0.4997833278434283,0.48280660625858945,-0.00021667215657167338,-0.017193393741410545,0.01719475894482411,0.006340377802437187,-0.03767711711799227,0.2542066806261979,0.26463192129974555,0.24262315215605718,0.238538267601473,0.8551210714901678,0.7298063629474467,0.7251612480736382,0.08980560302734375,0.16748400032520294,0.17036335170269012,0.25000086021505374,0.05700645161290323,0.08352557718424627,0.4958779966607768,low_gradient,blank = grad_mag <= P25.0 (thr=0.002990),15247,680,0.04459893749590083,0.000990967741935484,5.0,0.032,0.03096774193548387,0.9999999995833333,0.608,0.04645161290322581,6.686764717102051,0.5004128813743591,6.202298164367676,1.4030778112405913,0.8852435376873375,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002990),0.002989829983562231,25.0,0.5790622234344482,0.4978766441345215,0.03,0.06,0.35823798179626465,0.4013773202896118,0.20000172043010753,2767.39501953125,1273.57421875,0.460206876776529,80.0,15.0,0.20000172043010753,80.0
Fourteen_Saints.webp,data\real\images\Fourteen_Saints.webp,real,500,632,0.5004784389495261,0.4876592656108172,0.00047843894952614985,-0.012340734389182817,0.012350005226427358,0.0029096719401448365,-0.03941034176374781,0.25619832055157715,0.2635068127483182,0.2423467683143934,0.2379480232217542,0.9110412589141365,0.8641013730156053,0.8583904451804596,0.058521028608083725,0.08940017968416214,0.0931570827960968,0.33348417721518986,0.29892088607594935,0.5218753109814841,0.45517869852046183,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),2389,308,0.1289242360820427,0.004050632911392405,4.0,0.064,0.06329113924050633,0.7999999998,0.968,0.9683544303797469,5.49350643157959,0.7047773003578186,4.62204122543335,1.425746383008748,0.8995458140868332,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),0.0,25.0,0.5519551634788513,0.39505794644355774,0.03,0.06,0.13854441046714783,0.18583454191684723,0.2,2888.193359375,1701.275634765625,0.5890449229229887,80.0,15.0,0.2,80.0
Fuchsia_Brain.webp,data\real\images\Fuchsia_Brain.webp,real,500,632,0.5003408754339165,0.4994060095240105,0.00034087543391647657,-0.0005939904759895143,0.0006848508940010197,0.0035576860638613173,0.005610284458893979,0.24722947963898573,0.2499653327853087,0.25099174534847146,0.2518133968809755,0.9768085657376878,0.8975084573317109,0.89553036211834,0.01264413446187973,0.05587911605834961,0.056957587599754333,0.3390284810126582,0.30019303797468355,0.5177893338674482,0.4551381741893102,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),2401,266,0.11078717201166181,0.004050632911392405,4.0,0.064,0.06329113924050633,0.7999999998,0.968,0.9683544303797469,5.443609237670898,0.7698602676391602,4.486682891845703,1.2658465752205523,0.7986602677629342,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),0.0,25.0,0.3952149748802185,0.15517926216125488,0.03,0.06,0.5153932571411133,0.8198808431625366,0.2000126582278481,1256.974365234375,254.66790771484375,0.2026038992969697,80.0,15.0,0.2000126582278481,80.0
Full_Bodied.webp,data\real\images\Full_Bodied.webp,real,2500,2982,0.5001841265252494,0.49630390791378676,0.0001841265252493507,-0.003696092086213243,0.003700675517668168,-9.778782023521772e-05,-0.03258986886352693,0.25862155247094615,0.2576735145844433,0.24142747406279746,0.24227761360937675,0.9750352876240833,0.8739857878166164,0.8731820484013194,0.018937353044748306,0.09558995068073273,0.0961996391415596,0.5319891348088531,0.3684053655264923,0.49921835699893174,0.47146022515173247,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),10897,715,0.0656143892814536,0.003938162307176391,4.0,0.0628,0.06270959087860496,0.839572192468472,0.9686,0.9686452045606975,6.363636493682861,0.9776914119720459,4.600823879241943,1.4667300612486995,0.7333650306242175,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),0.0,25.0,0.6877432465553284,0.4926721155643463,0.03,0.06,0.19841517508029938,0.3634316623210907,0.20000093896713614,14844.45703125,8978.404296875,0.6048321119437341,80.0,15.0,0.20000093896713614,80.0
Fully_Dilated.webp,data\real\images\Fully_Dilated.webp,real,1100,1034,0.49859521423316955,0.4615218508861322,-0.001404785766830452,-0.03847814911386782,0.038503783999494605,-0.004809705758508671,-0.1312591407136905,0.2853343900452181,0.28029524587170385,0.21707046283403625,0.2172999668091185,0.9456000850828745,0.6973142709751505,0.6934363031454933,0.03419690579175949,0.19027447700500488,0.19271224737167358,0.2818735713029717,0.1520212765957447,0.2952454075948515,0.261363411236552,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),8200,581,0.07085365853658536,0.0039432037981361,4.0,0.06272727272727273,0.06286266924564797,1.061538461375148,0.9686363636363636,0.7180851063829787,6.406196117401123,0.8821598291397095,4.729959964752197,1.6076039135362308,0.8038019567679705,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),0.0,25.0,0.5548255443572998,0.48212766647338867,0.03,0.06,0.20967738330364227,0.2792541980743408,0.20000087919817128,4069.3232421875,3237.47314453125,0.7955802357895173,80.0,15.0,0.20000087919817128,80.0
Green_Brain.webp,data\real\images\Green_Brain.webp,real,500,636,0.49856993275300915,0.4960236008569871,-0.0014300672469908515,-0.003976399143012899,0.004225735731854242,-0.0005828077651851425,-0.002722607998801048,0.25037215413779745,0.2509891498616031,0.24991923162717,0.24871946437342948,0.981860749778045,0.9239206542489125,0.9222737097974039,0.012298467569053173,0.051582030951976776,0.052698664367198944,0.2513490566037736,0.11713207547169811,0.4979546284364261,0.46270780314573473,low_gradient,blank = grad_mag <= P25.0 (thr=0.000569),3817,162,0.04244170814776002,0.0010062893081761006,5.0,0.032,0.031446540880503145,0.7999999996,0.984,0.9528301886792453,5.611111164093018,0.487498015165329,5.27389669418335,0.8470006704726412,0.8470006704720301,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000569),0.0005686283111572266,25.0,0.617155909538269,0.5381093621253967,0.03,0.06,0.4753207564353943,0.7502194046974182,0.2,1280.41552734375,195.91036987304688,0.15300530623674735,80.0,15.0,0.2,80.0
Heavy_Burden.webp,data\real\images\Heavy_Burden.webp,real,500,575,0.4983135301429412,0.4767806655352702,-0.001686469857058781,-0.02321933446472979,0.0232804998563982,0.0022569541399012774,-0.13400586653937138,0.28216616138638995,0.2848367422411347,0.21670533190149838,0.21629173482881592,0.933535547588288,0.6189204741489238,0.6102818720506058,0.03046504035592079,0.1746738702058792,0.17863351106643677,0.2500278260869565,0.10188521739130435,0.47241676908370883,0.4856306218050335,low_gradient,blank = grad_mag <= P25.0 (thr=0.001255),3928,224,0.05702647657841141,0.0010017391304347825,5.0,0.032,0.03130434782608696,0.8888888883950616,0.984,0.9843478260869565,5.84375,0.36309218406677246,5.576673984527588,0.9829699747717672,0.9829699747710581,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001255),0.0012553805718198419,25.0,0.3990100622177124,0.3532909154891968,0.03,0.06,0.3700845539569855,0.4102358818054199,0.2,1382.002197265625,262.8785095214844,0.19021569577798306,80.0,15.0,0.2,80.0
Horizon_on_my_pit_of_Hell.webp,data\real\images\Horizon_on_my_pit_of_Hell.webp,real,500,649,0.5028887692657603,0.5252161642044784,0.002888769265760316,0.025216164204478364,0.02538109385069953,0.013837244061145223,0.17760602840130418,0.2012454926950505,0.20995149310429742,0.29183593052503526,0.296967106300946,0.9488285879055429,0.40054487454475773,0.39929743386616856,0.027225622907280922,0.31893861293792725,0.3196023106575012,0.25350385208012327,0.02924191063174114,0.019815154389292863,0.43638526549515366,low_gradient,blank = grad_mag <= P25.0 (thr=0.001961),4024,98,0.024353876739562623,0.0009707241910631741,5.0,0.03,0.032357473035439135,0.7142857139455782,0.015,0.7326656394453005,5.81632661819458,0.3872176706790924,5.534933567047119,0.9964759700085366,0.9964759700078177,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001961),0.0019607767462730408,25.0,0.5051594376564026,0.4909158945083618,0.03,0.06,0.444504052400589,0.5057483911514282,0.2000030816640986,1587.47900390625,546.922119140625,0.34452242693691637,80.0,15.0,0.2000030816640986,80.0
Juggling_Act.webp,data\real\images\Juggling_Act.webp,real,500,564,0.5011162965355386,0.4573221909856534,0.0011162965355385746,-0.04267780901434659,0.042692405650423336,0.006466633675232211,-0.1572677222295144,0.28655637092046915,0.292077490194288,0.21021029186005652,0.2111558062614699,0.9523921761553618,0.6669314533160854,0.6656314362682693,0.032355304807424545,0.22636057436466217,0.22724409401416779,0.3154858156028369,0.20934751773049645,0.5099955620299479,0.4848166331013797,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),3382,313,0.09254878769958605,0.004085106382978723,4.0,0.064,0.06382978723404255,0.8888888886419752,0.968,0.9680851063829787,5.594249248504639,0.5164070129394531,5.175924301147461,1.2249567668298784,0.77286167103143,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),0.0,25.0,0.6277010440826416,0.5662001371383667,0.03,0.06,0.16957032680511475,0.20333345234394073,0.20001063829787233,1053.26416015625,419.4163513183594,0.39820623085870277,80.0,15.0,0.20001063829787233,80.0
Let_down.webp,data\real\images\Let_down.webp,real,750,751,0.49635118567193814,0.46189310876479955,-0.0036488143280618557,-0.038106891235200446,0.038281183440589533,-0.011163144240853054,-0.138775678915797,0.2875509914026485,0.28183682336327254,0.21803060540975547,0.2125815798243235,0.9514173107921701,0.7113359538870289,0.7050957033121572,0.027290688827633858,0.1621532440185547,0.1656586229801178,0.40006569019085664,0.16359343098091433,0.48063432598252015,0.5085930890548436,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),13453,838,0.062290938824054114,0.0010226364846870838,5.0,0.032,0.03195739014647137,0.9999999995833333,0.984,0.9840213049267643,6.612171649932861,0.7270398139953613,5.5399909019470215,1.206510593186617,0.7612234312403542,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),0.0,25.0,0.5150642991065979,0.4833778440952301,0.03,0.06,0.22354082763195038,0.2923980951309204,0.20035863293386597,1952.574951171875,319.872802734375,0.16382101109140987,80.0,15.0,0.20035863293386597,80.0
Lingam_Twist_Blue_Orange.webp,data\real\images\Lingam_Twist_Blue_Orange.webp,real,1100,1412,0.5032914757826862,0.49488804670544884,0.003291475782686182,-0.005111953294551164,0.006079957180250705,0.010310004902763624,-0.009209869340154908,0.2536048717596834,0.2510000463201003,0.24124012578893483,0.2541549063604001,0.8307675025827613,0.8242847476212428,0.9303354684015779,0.10261771827936172,0.10654867440462112,0.042242567986249924,0.25000450682462017,0.008396214267319083,0.9680741159002029,0.5538971337509745,low_gradient,blank = grad_mag <= P25.0 (thr=0.001383),16036,428,0.026689947617859814,0.00025495750708215295,6.0,0.016363636363636365,0.015580736543909348,0.8181818178099173,0.9918181818181818,0.32011331444759206,6.934579372406006,0.247266486287117,6.779357433319092,0.761338812009151,0.7613388120086018,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001383),0.0013826274080201983,25.0,0.5166034698486328,0.35736799240112305,0.03,0.06,0.5601686239242554,0.7685401439666748,0.20000128766417719,4975.580078125,2779.865234375,0.558701737429775,80.0,15.0,0.20000128766417719,80.0
Linked_Lingam_Orange.webp,data\real\images\Linked_Lingam_Orange.webp,real,1100,1426,0.5046583380346346,0.4899790943330888,0.004658338034634557,-0.010020905666911217,0.011050731361772228,0.016671414995607797,-0.027673517735329427,0.24552195685052325,0.26831478597548963,0.24614225544341373,0.24002092152231425,0.8099390351828335,0.7998580091308798,0.8557349788726972,0.11801893264055252,0.12427877634763718,0.08958180248737335,0.2500012750223129,0.10649496366186409,0.4995311690488526,0.22285077940829867,low_gradient,blank = grad_mag <= P25.0 (thr=0.008196),15142,767,0.050653810593052434,0.0010040800714012496,5.0,0.031818181818181815,0.03155680224403927,0.7777777776049383,0.9840909090909091,0.9842215988779803,6.705345630645752,0.5586910247802734,5.96721887588501,1.5835414327612864,0.999103405941968,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.008196),0.008195607922971249,25.0,0.627903163433075,0.6700357794761658,0.03,0.06,0.6264482140541077,0.7018475532531738,0.2,13342.3251953125,12152.7705078125,0.9108435246408901,80.0,15.0,0.2,80.0
Linked_Lingams_Yellow_Purple.webp,data\real\images\Linked_Lingams_Yellow_Purple.webp,real,604,800,0.5058319389543785,0.4576390373182717,0.005831938954378502,-0.04236096268172829,0.042760527023066194,0.019360427189324545,-0.12255805985859079,0.27064083904027614,0.29063819088901927,0.21967894736506158,0.21904206259945527,0.613956755657275,0.5173221488438546,0.711916182654765,0.15645647048950195,0.19562076032161713,0.11675525456666946,0.25000620860927153,0.014596440397350993,0.07765776246639682,0.13593399971643272,low_gradient,blank = grad_mag <= P25.0 (thr=0.011305),16357,137,0.00837561900103931,0.00026903973509933773,6.0,0.016556291390728478,0.01625,0.7692307686390532,0.08443708609271523,0.148125,6.978102207183838,0.14634990692138672,6.917795181274414,0.4099006874566646,0.4099006874563689,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.011305),0.011304737068712711,25.0,0.4106336832046509,0.413369357585907,0.03,0.06,0.7930855751037598,0.9132089018821716,0.20003932119205298,2142.615478515625,2361.84912109375,1.1023205725737517,80.0,15.0,0.20003932119205298,80.0
Mechanics_of_a_Breast_Pump.webp,data\real\images\Mechanics_of_a_Breast_Pump.webp,real,750,584,0.498244429728445,0.4895198029989753,-0.0017555702715549848,-0.010480197001024705,0.010626220219751464,-0.012354367137062339,-0.00544196279241384,0.2568060310671159,0.24591488453457883,0.24937110315553113,0.24790789899963392,0.8690896220037906,0.7792262190340649,0.7719103315203099,0.07097907364368439,0.11970264464616776,0.12366928905248642,0.25007762557077623,0.02121689497716895,0.8061904659421069,0.9682016881169948,low_gradient,blank = grad_mag <= P25.0 (thr=0.001961),13375,985,0.07364485981308411,0.0010410958904109589,5.0,0.032,0.032534246575342464,1.263157894072022,0.7333333333333333,0.9837328767123288,6.745177745819092,0.5008009672164917,6.130429267883301,1.557794017464332,0.9828585955535636,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001961),0.0019607841968536377,25.0,0.4566074311733246,0.3325694501399994,0.03,0.06,0.14433494210243225,0.13291530311107635,0.2,2881.88330078125,1759.581787109375,0.6105666341958622,80.0,15.0,0.2,80.0
Meeting_in_the_middle.webp,data\real\images\Meeting_in_the_middle.webp,real,500,750,0.5023229660716672,0.48194393527503004,0.002322966071667154,-0.018056064724969956,0.018204879695356987,0.009754743966551401,-0.10627817794959009,0.2772631504215416,0.27587593855325343,0.2178594775951827,0.22900143343002224,0.8873364004950736,0.5889730273110738,0.5873936026218007,0.052764926105737686,0.19250057637691498,0.19324028491973877,0.25,0.107536,0.4990396766354213,0.2880005290218056,low_gradient,blank = grad_mag <= P25.0 (thr=0.008465),4066,149,0.036645351696999506,0.001024,5.0,0.032,0.032,0.6666666663888888,0.608,0.23333333333333334,5.946308612823486,0.22540748119354248,5.8153886795043945,0.6900619236728941,0.6900619236723963,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.008465),0.008465111255645752,25.0,0.51716548204422,0.5599689483642578,0.03,0.06,0.38114914298057556,0.3622063398361206,0.2,2048.003173828125,2028.633544921875,0.9905421880377511,80.0,15.0,0.2,80.0
Meeting_Place.webp,data\real\images\Meeting_Place.webp,real,500,649,0.5030142534605461,0.47650775805151596,0.003014253460546068,-0.02349224194848404,0.023684829652976757,0.018155138693510285,-0.07515802466151601,0.2597450789411096,0.2778339333896484,0.2311773247344206,0.2312436629348214,0.7668641547676179,0.6351594917926501,0.6103423510484565,0.10402775555849075,0.1627958118915558,0.17386949062347412,0.25036363636363634,0.006927580893682589,0.6452197508896798,0.010728248770350224,low_gradient,blank = grad_mag <= P25.0 (thr=0.001392),4015,68,0.016936488169364883,0.0009244992295839754,5.0,0.03,0.030816640986132512,0.749999999625,0.015,0.6394453004622496,5.955882549285889,0.20535647869110107,5.847612380981445,0.6157826736418845,0.6157826736414403,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001392),0.0013921558856964111,25.0,0.42350342869758606,0.4150366187095642,0.03,0.06,0.45610690116882324,0.4957820773124695,0.2,1759.09326171875,315.76251220703125,0.17950299684322335,80.0,15.0,0.2,80.0
middle.webp,data\real\images\middle.webp,real,500,648,0.5002695272444658,0.49707882898571915,0.0002695272444658281,-0.0029211710142808545,0.0029335788774437236,0.0023169006517991,-0.00032582506503931965,0.2478330933987162,0.2523298191338034,0.25100850282847254,0.2488286311920961,0.9390715107034893,0.9141284103579236,0.9179739448234743,0.03155854344367981,0.04447808116674423,0.042486246675252914,0.2501358024691358,0.0043641975308641974,0.4653479490806224,0.020809322995791642,low_gradient,blank = grad_mag <= P25.0 (thr=0.002236),4096,0,0.0,0.0,,,,,,,,,,,,,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002236),0.0022360682487487793,25.0,0.3643583059310913,0.16446687281131744,0.03,0.06,0.4072282314300537,0.6084604859352112,0.2,1065.738037109375,428.69134521484375,0.40224832959286166,80.0,15.0,0.2,80.0
Milk_Fountain.webp,data\real\images\Milk_Fountain.webp,real,631,800,0.4997623760513675,0.5102272983691489,-0.000237623948632526,0.01022729836914893,0.010230058507777952,0.010046435830850887,0.05456410187798969,0.23516831159984236,0.23754966872097838,0.25980848611463997,0.2674735179346315,0.91113475913502,0.6710887936918396,0.6583406580311758,0.04399630427360535,0.16284069418907166,0.169152170419693,0.2751763074484945,0.01751584786053883,0.4662767851605811,0.04163099411897761,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),10270,1259,0.12259006815968841,0.0009904912836767037,5.0,0.03169572107765452,0.03125,0.79999999968,0.9841521394611727,0.640625,6.8133440017700195,0.40756919980049133,6.429522514343262,1.2963600806562392,0.8179121462280675,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),0.0,25.0,0.443668007850647,0.5001057982444763,0.03,0.06,0.2638043463230133,0.2763339579105377,0.2,3921.88427734375,1728.1513671875,0.4406431309476454,80.0,15.0,0.2,80.0
Milk_Fountain_II.webp,data\real\images\Milk_Fountain_II.webp,real,648,800,0.5112400754203797,0.49503510660179684,0.011240075420379747,-0.004964893398203163,0.012287776931216904,0.06576155578407508,-0.042449737672091675,0.23170744786855021,0.28951744388463474,0.2354117513222731,0.24336331109026366,0.8089567570980356,0.7341862042607938,0.7022548056569802,0.12563085556030273,0.17480029165744781,0.19579851627349854,0.25050154320987655,0.013410493827160494,0.8768843942235293,0.2274140535097814,low_gradient,blank = grad_mag <= P25.0 (thr=0.001119),14917,775,0.05195414627606087,0.0009645061728395061,5.0,0.030864197530864196,0.03125,0.79999999968,0.8904320987654321,0.859375,6.890322685241699,0.3165895342826843,6.6535491943359375,1.0054067050203246,0.634341004637372,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001119),0.0011192560195922852,25.0,0.5854031443595886,0.48328208923339844,0.03,0.06,0.23297005891799927,0.296048641204834,0.2,2737.46630859375,906.8994750976562,0.3312915568119712,80.0,15.0,0.2,80.0
Milk_Spine.webp,data\real\images\Milk_Spine.webp,real,500,632,0.5027197604057613,0.49637990728132414,0.0027197604057612734,-0.0036200927186758602,0.004527931973490404,0.011650440724307645,-0.009915323036521312,0.24815937804988475,0.256798240184576,0.24601533666226152,0.24902693689377792,0.9106277716650162,0.8202931270205692,0.8141120069034169,0.051048167049884796,0.10264605283737183,0.10617662221193314,0.32781645569620255,0.2962056962025316,0.5091639619234837,0.46028065330904316,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),2698,258,0.09562638991845812,0.004050632911392405,4.0,0.064,0.06329113924050633,0.7999999998,0.968,0.9683544303797469,5.453488349914551,0.777448296546936,4.471818447113037,1.2353243416929087,0.7794028824848933,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),0.0,25.0,0.490989625453949,0.3644242584705353,0.03,0.06,0.16269102692604065,0.2041366845369339,0.20000316455696202,2013.520751953125,1166.711181640625,0.5794383695837826,80.0,15.0,0.20000316455696202,80.0
Milk_Spout.webp,data\real\images\Milk_Spout.webp,real,500,642,0.4992677421882018,0.4994839627919131,-0.0007322578117981982,-0.0005160372080869058,0.0008958213566719729,0.012641017847600374,0.02515680350460169,0.2410535640689126,0.24636803417878655,0.2526258753864337,0.25995247474501365,0.8979965436557856,0.7179821664180686,0.6719068473503038,0.04809220880270004,0.13296471536159515,0.15468813478946686,0.251411214953271,0.010021806853582555,0.6615517562946845,0.466539712605444,low_gradient,blank = grad_mag <= P25.0 (thr=0.001119),3784,65,0.017177589852008457,0.00027414330218068533,6.0,0.016,0.017133956386292833,0.7272727266115702,0.96,0.9914330218068536,6.0,0.0,6.0,-1.4425029546671358e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001119),0.0011191964149475098,25.0,0.4236646294593811,0.4460091292858124,0.03,0.06,0.139536052942276,0.08123522996902466,0.2,2564.2001953125,659.6670532226562,0.2572603552663289,80.0,15.0,0.2,80.0
Mothers_milk.webp,data\real\images\Mothers_milk.webp,real,500,632,0.4900013867036077,0.47701673747479456,-0.009998613296392289,-0.02298326252520544,0.025063970638215034,-0.030720792291155635,-0.08123236422333695,0.2717865719092657,0.26882961020240276,0.2435737713541012,0.21581001127942304,0.8690818027328091,0.7587389561607983,0.7243694866653345,0.09180886298418045,0.16918887197971344,0.19329111278057098,0.44239556962025317,0.21519620253164556,0.5396943619305316,0.2811675959642289,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),3055,385,0.1260229132569558,0.004050632911392405,4.0,0.064,0.06329113924050633,0.7999999998,0.968,0.7183544303797469,5.633766174316406,0.6270132064819336,4.793497085571289,1.535505173843949,0.9687959009407667,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),0.0,25.0,0.6839697360992432,0.6922174692153931,0.03,0.06,0.17590874433517456,0.14239956438541412,0.2,1159.915283203125,633.5690307617188,0.5462200903212908,80.0,15.0,0.2,80.0
Nipple_Talk.webp,data\real\images\Nipple_Talk.webp,real,750,749,0.498658522861904,0.48148046519386273,-0.0013414771380960144,-0.018519534806137272,0.018568056719747605,-0.003145469571212309,-0.049306407408259804,0.26100278575088753,0.26365041795324234,0.24056991883163856,0.23477689256577158,0.8925038754828184,0.6334493755549687,0.6319322185619385,0.04949809983372688,0.16878338158130646,0.16948197782039642,0.2562777036048064,0.19641121495327102,0.5043729645138096,0.40427582151758984,low_gradient,blank = grad_mag <= P25.0 (thr=0.001961),12544,540,0.043048469387755105,0.0038486871384067647,4.0,0.06133333333333333,0.06275033377837116,0.9787234040470801,0.030666666666666665,0.6548731642189586,6.405555725097656,0.7983586192131042,5.061809062957764,1.876087279437281,0.9380436397184714,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001961),0.0019607841968536377,25.0,0.398891806602478,0.30570074915885925,0.03,0.06,0.16731813549995422,0.18758752942085266,0.2,2854.05712890625,1235.348876953125,0.43283957578740373,80.0,15.0,0.2,80.0
One_opening_leads_to_another.webp,data\real\images\One_opening_leads_to_another.webp,real,500,649,0.5041176544689605,0.49897821052836877,0.004117654468960508,-0.0010217894716312292,0.004242538397007959,0.019618742789585746,0.0035129047030297575,0.245135855303368,0.25310766193746603,0.24505475809801358,0.2567016942535013,0.9079059318275531,0.7168901779987791,0.7043866165637426,0.03645810857415199,0.11207723617553711,0.11702713370323181,0.25,0.07481047765793529,0.7823423133959466,0.3032832366155925,low_gradient,blank = grad_mag <= P25.0 (thr=0.003505),3964,183,0.046165489404641775,0.0010354391371340524,5.0,0.032,0.032357473035439135,0.7619047615419501,0.984,0.8574730354391371,5.7650275230407715,0.4239817261695862,5.453925132751465,0.99386597923407,0.9938659792333531,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.003505),0.0035045563708990812,25.0,0.301167368888855,0.23554787039756775,0.03,0.06,0.34050843119621277,0.4023606479167938,0.2,1866.15234375,823.3089599609375,0.44117992977041787,80.0,15.0,0.2,80.0
